RepeatUnitSMILES,PropertyValue,TestFreq,TestFreqUnit,TestTemp,TestTempUnit
*c8ccc(Oc7cccc(Oc6cccc(Oc5cccc(Oc4ccc(n3c(=O)c2cc1c(=O)n(*)c(=O)c1cc2c3=O)cc4)c5C#N)c6C#N)c7C#N)cc8,0.0217,0.01,kHz,50,C
*CC(*)C(=O)OCCS(C)(=O)=O,0.0218,10,kHz,30,C
*c8cccc(Oc7cccc(Oc6cccc(Oc5cccc(Oc4cccc(n3c(=O)c2cc1c(=O)n(*)c(=O)c1cc2c3=O)c4)c5C#N)c6C#N)c7C#N)c8,0.0218,0.001,kHz,50,C
*CC(CS(=O)(=O)CCCS(C)(=O)=O)O*,0.0219,1,kHz,0,C
*CC(CCl)O*,0.0219,0.01,kHz,0,C
*OCCCCCCOOC(=O)Nc1cc(NC(=O)O*)ccc1C,0.022,0.06,kHz,100,C
*OCCCCCCOOC(=O)Nc1cc(NC(=O)O*)ccc1C,0.022,1,kHz,100,C
*Oc4ccc(C(C)(CCC(=O)OCCS(C)(=O)=O)c3ccc(Oc2ccc(C(=O)c1ccc(*)cc1)cc2)cc3)cc4,0.022,1,kHz,-100,C
*CCCCCCNC(=S)Nc1ccc(NC(=S)N*)cc1,0.022,0.1,kHz,50,C
*c9ccc(Oc8cccc(Oc7cccc(Oc6cccc(Oc5cccc(n4c(=O)c3ccc(C(c2ccc1c(=O)n(*)c(=O)c1c2)(C(F)(F)F)C(F)(F)F)cc3c4=O)c5)c6C#N)c7C#N)c8C#N)cc9,0.022,0.001,KHz,50,C
*c9ccc(Oc8cccc(Oc7cccc(Oc6cccc(Oc5ccc(n4c(=O)c3ccc(C(c2ccc1c(=O)n(*)c(=O)c1c2)(C(F)(F)F)C(F)(F)F)cc3c4=O)cc5)c6C#N)c7C#N)c8C#N)cc9,0.022,1,KHz,100,C
*c8ccc(Oc7ccc(c6ccc(Oc5ccc(n4c(=O)c3ccc(Oc2ccc1c(=O)n(*)c(=O)c1c2)cc3c4=O)cc5)cn6)nc7)cc8,0.022,10,KHz,220,C
*c4ccc(c3nc2cc1nc(*)oc1cc2o3)cc4,0.022,1,KHz,225,C
*Nc2cccc(NC(=O)Nc1cccc(NC(*)=O)c1)c2,0.0221,1000,kHz,40,C
*NC(=O)c4ccc3c(=O)n(c2ccc(Cc1ccc(*)cc1)cc2)c(=O)c3c4,0.0221,100,kHz,-30,C
*NC(=O)c4ccc3c(=O)n(c2ccc(Cc1ccc(*)cc1)cc2)c(=O)c3c4,0.0221,10,kHz,300,C
*c9ccc(Oc8cccc(Oc7cccc(Oc6cccc(Oc5cccc(n4c(=O)c3ccc(C(c2ccc1c(=O)n(*)c(=O)c1c2)(C(F)(F)F)C(F)(F)F)cc3c4=O)c5)c6C#N)c7C#N)c8C#N)cc9,0.0221,0.001,kHz,50,C
*c9ccc(Oc8cccc(Oc7cccc(Oc6cccc(Oc5ccc(n4c(=O)c3ccc(Oc2ccc1c(=O)n(*)c(=O)c1c2)cc3c4=O)cc5)c6C#N)c7C#N)c8C#N)cc9,0.0221,100,kHz,150,C
*NCCCCCCNNC(=O)Nc1cc(NC(=O)N*)ccc1C,0.0222,0.06,kHz,25,C
*CC(*)Cl,0.0222,1,KHz,60,C
*Nc2cccc(NC(=O)Nc1cccc(NC(*)=O)c1)c2,0.0223,1000,kHz,25,C
*CC(CO*)(CS(C)(=O)=O)CS(C)(=O)=O,0.0223,0.01,kHz,0,C
*CC(*)C(=O)OCCS(C)(=O)=O,0.0223,1000,kHz,-100,C
*C(C)COCC(C)COCC(C)n4c(=O)c3ccc(C(c2ccc1c(=O)n(*)c(=O)c1c2)(C(F)(F)F)C(F)(F)F)cc3c4=O,0.02236,10,kHz,100,C
*c4ccc(c3nc2cc1nc(*)oc1cc2o3)cc4,0.0224,1,kHz,200,C
*CC(CS(C)(=O)=O)O*,0.0225,0.1,kHz,-100,C
*CC(*)Cl,0.0225,10,kHz,25,C
*Oc4ccc(C(C)(CCC(=O)OCCS(C)(=O)=O)c3ccc(Oc2ccc(C(=O)c1ccc(*)cc1)cc2)cc3)cc4,0.02255,0.1,kHz,-100,C
*c9cccc(Oc8cccc(Oc7cccc(Oc6cccc(Oc5cccc(n4c(=O)c3ccc(Oc2ccc1c(=O)n(*)c(=O)c1c2)cc3c4=O)c5)c6C#N)c7C#N)c8C#N)c9,0.0226,0.1,kHz,100,C
*c9ccc(Oc8cccc(Oc7cccc(Oc6cccc(Oc5ccc(n4c(=O)c3ccc(Oc2ccc1c(=O)n(*)c(=O)c1c2)cc3c4=O)cc5)c6C#N)c7C#N)c8C#N)cc9,0.0226,1,kHz,100,C
*Oc2ccc(C(C)(CCC#N)c1ccc(OC(*)=O)cc1)cc2,0.0227,10,KHz,-73,C
*CC(CCl)O*,0.0227,10,kHz,-100,C
*c9cccc(Oc8cccc(Oc7cccc(Oc6cccc(Oc5cccc(n4c(=O)c3ccc(Oc2ccc1c(=O)n(*)c(=O)c1c2)cc3c4=O)c5)c6C#N)c7C#N)c8C#N)c9,0.0227,10,kHz,150,C
*C(C)COCC(C)COCC(C)n4c(=O)c3ccc(C(c2ccc1c(=O)n(*)c(=O)c1c2)(C(F)(F)F)C(F)(F)F)cc3c4=O,0.0227,10,kHz,75,C
*Oc3ccc(Oc2ccc(C(=O)c1ccc(*)cc1)cc2)cc3,0.0228,1,kHz,190,C
*CC(CCl)O*,0.0229,1,kHz,0,C
*NC(=S)Nc3ccc(NC(=S)Nc2ccc(Oc1ccc(*)cc1)cc2)cc3,0.023,0.1,kHz,25,C
*CCCCCCNC(=S)Nc1ccc(NC(=S)N*)cc1,0.023,0.001,kHz,25,C
*CC(CO*)(CSCCCS(C)(=O)=O)CSCCCS(C)(=O)=O,0.023,0.01,kHz,0,C
*c9cccc(Oc8cccc(Oc7cccc(Oc6cccc(Oc5cccc(n4c(=O)c3ccc(C(c2ccc1c(=O)n(*)c(=O)c1c2)(C(F)(F)F)C(F)(F)F)cc3c4=O)c5)c6C#N)c7C#N)c8C#N)c9,0.023,0.01,KHz,100,C
*c9ccc(Oc8cccc(Oc7cccc(Oc6cccc(Oc5ccc(n4c(=O)c3ccc(C(c2ccc1c(=O)n(*)c(=O)c1c2)(C(F)(F)F)C(F)(F)F)cc3c4=O)cc5)c6C#N)c7C#N)c8C#N)cc9,0.023,0.001,KHz,50,C
*c4ccc(c3nc2cc1nc(*)oc1cc2o3)cc4,0.023,10,KHz,250,C
*C(F)(F)C(*)(F)Cl,0.023,10,kHz,25,C
*C(C)COCC(C)COCC(C)n3c(=O)c2cc1c(=O)n(*)c(=O)c1cc2c3=O,0.02305,0.01,kHz,50,C
*NC(=O)c4ccc3c(=O)n(c2ccc(Cc1ccc(*)cc1)cc2)c(=O)c3c4,0.0231,0.01,kHz,-80,C
*CC(CS(=O)(=O)CCCS(C)(=O)=O)O*,0.0231,0.001,kHz,-50,C
*CC(CS(=O)(=O)CCCS(C)(=O)=O)O*,0.0231,10,kHz,25,C
*c9ccc(Oc8cccc(Oc7cccc(Oc6cccc(Oc5cccc(n4c(=O)c3ccc(Oc2ccc1c(=O)n(*)c(=O)c1c2)cc3c4=O)c5)c6C#N)c7C#N)c8C#N)cc9,0.0231,0.001,kHz,50,C
*CC(CS(=O)(=O)CCCS(C)(=O)=O)O*,0.0232,0.01,kHz,-50,C
*CC(CS(=O)(=O)CCCS(C)(=O)=O)O*,0.0232,1,kHz,25,C
*CC(*)C(=O)OCCS(C)(=O)=O,0.0232,0.01,kHz,50,C
*NC(=O)c4ccc3c(=O)n(c2ccc(Cc1ccc(*)cc1)cc2)c(=O)c3c4,0.0234,1,kHz,-50,C
*CC(CO*)(CS(=O)(=O)CCCS(C)(=O)=O)CS(=O)(=O)CCCS(C)(=O)=O,0.0234,10,kHz,-100,C
*Nc2cccc(NC(=O)Nc1cccc(NC(*)=O)c1)c2,0.0236,1000,kHz,80,C
*CC(CCl)O*,0.0236,10,kHz,50,C
*CC(CCl)O*,0.0236,100,kHz,-100,C
*CC(*)c1ccccc1,0.0236,10,kHz,100,C
*CC(CSCCCS(C)(=O)=O)O*,0.0237,1,kHz,-100,C
*Oc4ccc(C(C)(CCC(=O)OCCS(C)(=O)=O)c3ccc(Oc2ccc(C(=O)c1ccc(*)cc1)cc2)cc3)cc4,0.0238,0.01,kHz,-100,C
*Oc4ccc(C(C)(CCC(=O)OCCS(C)(=O)=O)c3ccc(Oc2ccc(C(=O)c1ccc(*)cc1)cc2)cc3)cc4,0.0238,1,kHz,-50,C
*CC(*)Cl,0.0238,1,KHz,40,C
*c4ccc(c3nc2cc1nc(*)oc1cc2o3)cc4,0.0238,10,kHz,225,C
*CC(*)Cl,0.0239,1,KHz,25,C
*NCCCCCC(*)=O,0.024,1000,kHz,25,C
*NC(=S)Nc3ccc(NC(=S)Nc2ccc(Oc1ccc(*)cc1)cc2)cc3,0.024,1,kHz,25,C
*NC(=S)Nc2ccc(Cc1ccc(*)cc1)cc2,0.024,1,kHz,50,C
*NC(=S)Nc2ccc(Cc1ccc(*)cc1)cc2,0.024,1,kHz,75,C
*c9cccc(Oc8cccc(Oc7cccc(Oc6cccc(Oc5cccc(n4c(=O)c3ccc(C(c2ccc1c(=O)n(*)c(=O)c1c2)(C(F)(F)F)C(F)(F)F)cc3c4=O)c5)c6C#N)c7C#N)c8C#N)c9,0.024,1,KHz,150,C
*c9ccc(Oc8cccc(Oc7cccc(Oc6cccc(Oc5ccc(n4c(=O)c3ccc(C(c2ccc1c(=O)n(*)c(=O)c1c2)(C(F)(F)F)C(F)(F)F)cc3c4=O)cc5)c6C#N)c7C#N)c8C#N)cc9,0.024,100,KHz,150,C
*c8ccc(Oc7ccc(c6ccc(Oc5ccc(n4c(=O)c3ccc(Oc2ccc1c(=O)n(*)c(=O)c1c2)cc3c4=O)cc5)cn6)nc7)cc8,0.024,100,KHz,25,C
*c8ccc(Oc7ccc(c6ccc(Oc5ccc(n4c(=O)c3ccc(Oc2ccc1c(=O)n(*)c(=O)c1c2)cc3c4=O)cc5)cn6)nc7)cc8,0.024,100,KHz,220,C
*NCCCCCCNNC(=O)Nc1cc(NC(=O)N*)ccc1C,0.0242,1,kHz,100,C
*c9ccc(Oc8cccc(Oc7cccc(Oc6cccc(Oc5ccc(n4c(=O)c3ccc(Oc2ccc1c(=O)n(*)c(=O)c1c2)cc3c4=O)cc5)c6C#N)c7C#N)c8C#N)cc9,0.0242,0.001,kHz,50,C
*c9ccc(Oc8cccc(Oc7cccc(Oc6cccc(Oc5ccc(n4c(=O)c3ccc(C(c2ccc1c(=O)n(*)c(=O)c1c2)(C(F)(F)F)C(F)(F)F)cc3c4=O)cc5)c6C#N)c7C#N)c8C#N)cc9,0.0242,100,kHz,150,C
*CC(CS(C)(=O)=O)O*,0.0243,0.01,kHz,-100,C
*CC(CO*)(CS(C)(=O)=O)CS(C)(=O)=O,0.0243,1,kHz,-100,C
*CC(CO*)(CS(C)(=O)=O)CS(C)(=O)=O,0.0243,1,kHz,100,C
*CC(CS(C)(=O)=O)O*,0.0244,1,kHz,0,C
*CC(CS(=O)(=O)CCCS(C)(=O)=O)O*,0.0244,1,kHz,-100,C
*CC(CSCCCS(C)(=O)=O)O*,0.0245,0.01,kHz,-50,C
*c5ccc(Oc4ccc(n3c(=O)c2cc1c(=O)n(*)c(=O)c1cc2c3=O)cc4)cc5,0.0246,0.1,kHz,150,C
*CC(*)C(=O)OCCS(C)(=O)=O,0.0247,0.00001,kHz,30,C
*CC(*)C(=O)OCCS(C)(=O)=O,0.0247,0.0001,kHz,30,C
*Oc3ccc(Oc2ccc(C(=O)c1ccc(*)cc1)cc2)cc3,0.025,0.00001,KHz,150,C
*NCCCCCCNC(=O)CCCCC(*)=O,0.025,1000,kHz,25,C
*NC(=S)Nc3ccc(NC(=S)Nc2ccc(Oc1ccc(*)cc1)cc2)cc3,0.025,10,kHz,25,C
*NC(=S)Nc3ccc(NC(=S)Nc2ccc(Cc1ccc(*)cc1)cc2)cc3,0.025,10,kHz,50,C
*CC(*)(C)C#N,0.025,1000,kHz,23,C
*c9ccc(Oc8cccc(Oc7cccc(Oc6cccc(Oc5ccc(n4c(=O)c3ccc(C(c2ccc1c(=O)n(*)c(=O)c1c2)(C(F)(F)F)C(F)(F)F)cc3c4=O)cc5)c6C#N)c7C#N)c8C#N)cc9,0.025,1,kHz,100,C
*c9ccc(Oc8cccc(Oc7cccc(Oc6cccc(Oc5ccc(n4c(=O)c3ccc(C(=O)c2ccc1c(=O)n(*)c(=O)c1c2)cc3c4=O)cc5)c6C#N)c7C#N)c8C#N)cc9,0.025,0.1,kHz,100,C
*c4ccc(c3nc2cc1nc(*)oc1cc2o3)cc4,0.025,0.1,KHz,200,C
*NC(=O)c4ccc3c(=O)n(c2ccc(Cc1ccc(*)cc1)cc2)c(=O)c3c4,0.0251,10,kHz,-30,C
*CC(CSCCCS(C)(=O)=O)O*,0.0253,0.1,kHz,-100,C
*CC(CO*)(CS(=O)(=O)CCCS(C)(=O)=O)CS(=O)(=O)CCCS(C)(=O)=O,0.0253,1,kHz,0,C
*c9cccc(Oc8cccc(Oc7cccc(Oc6cccc(Oc5cccc(n4c(=O)c3ccc(C(c2ccc1c(=O)n(*)c(=O)c1c2)(C(F)(F)F)C(F)(F)F)cc3c4=O)c5)c6C#N)c7C#N)c8C#N)c9,0.0253,1,kHz,150,C
*NC(=O)c4ccc3c(=O)n(c2ccc(Cc1ccc(*)cc1)cc2)c(=O)c3c4,0.0254,100,kHz,0,C
*c9ccc(Oc8cccc(Oc7cccc(Oc6cccc(Oc5ccc(n4c(=O)c3ccc(C(c2ccc1c(=O)n(*)c(=O)c1c2)(C(F)(F)F)C(F)(F)F)cc3c4=O)cc5)c6C#N)c7C#N)c8C#N)cc9,0.0254,0.001,kHz,50,C
*NCCCCCCNC(=O)CCCCC(*)=O,0.0255,10000,kHz,25,C
*c4ccc(c3nc2cc1nc(*)oc1cc2o3)cc4,0.0255,0.4,kHz,200,C
*CC(CO*)(CS(C)(=O)=O)CS(C)(=O)=O,0.0257,0.01,kHz,50,C
*CC(CO*)(CS(C)(=O)=O)CS(C)(=O)=O,0.0257,10,kHz,50,C
*CC(CO*)(CS(C)(=O)=O)CS(C)(=O)=O,0.0257,100,kHz,100,C
*Nc2cccc(NC(=O)Nc1cccc(NC(*)=O)c1)c2,0.0258,100,kHz,160,C
*NCCCCCCNNC(=O)Nc1cc(NC(=O)N*)ccc1C,0.0259,0.06,kHz,50,C
*c6ccc(Oc5ccc(n4c(=O)c3ccc(C(=O)c2ccc1c(=O)n(*)c(=O)c1c2)cc3c4=O)cc5)cc6,0.0259,1000,kHz,25,C
*NC(=S)Nc2ccc(NC(=S)Nc1ccc(*)cc1)cc2,0.026,0.001,kHz,50,C
*c8ccc(Oc7ccc(c6ccc(Oc5ccc(n4c(=O)c3ccc(c2ccc1c(=O)n(*)c(=O)c1c2)cc3c4=O)cc5)cn6)nc7)cc8,0.026,0.1,KHz,220,C
*c4ccc(c3nc2cc1nc(*)oc1cc2o3)cc4,0.026,0.4,KHz,225,C
*NCCCCCCNNC(=O)Nc1cc(NC(=O)N*)ccc1C,0.0261,0.06,kHz,100,C
*CC(CO*)(CSCCCS(C)(=O)=O)CSCCCS(C)(=O)=O,0.0263,10,kHz,-100,C
*Nc2cccc(NC(=O)Nc1cccc(NC(*)=O)c1)c2,0.0265,1000,kHz,120,C
*CC(CS(=O)(=O)CCCS(C)(=O)=O)O*,0.0265,0.1,kHz,-50,C
*CC(CS(=O)(=O)CCCS(C)(=O)=O)O*,0.0265,0.1,kHz,0,C
*CC(CO*)(CS(C)(=O)=O)CS(C)(=O)=O,0.0265,0.1,kHz,0,C
*c8cccc(Oc7cccc(Oc6cccc(Oc5cccc(Oc4cccc(n3c(=O)c2cc1c(=O)n(*)c(=O)c1cc2c3=O)c4)c5C#N)c6C#N)c7C#N)c8,0.0265,0.01,kHz,100,C
*NCCOCCNNC(=O)Nc1cc(NC(=O)N*)ccc1C,0.0266,0.06,kHz,100,C
*NC(=O)c4ccc3c(=O)n(c2ccc(Cc1ccc(*)cc1)cc2)c(=O)c3c4,0.0266,100,kHz,350,C
*CC(CO*)(CS(=O)(=O)CCCS(C)(=O)=O)CS(=O)(=O)CCCS(C)(=O)=O,0.0266,10,kHz,50,C
*NC(=S)Nc3ccc(NC(=S)Nc2ccc(Oc1ccc(*)cc1)cc2)cc3,0.027,0.01,kHz,25,C
*NC(=S)Nc2ccc(NC(=S)Nc1ccc(*)cc1)cc2,0.027,0.1,kHz,75,C
*CC(*)c1ccccc1,0.027,1,kHz,100,C
*c9ccc(Oc8cccc(Oc7cccc(Oc6cccc(Oc5ccc(n4c(=O)c3ccc(C(c2ccc1c(=O)n(*)c(=O)c1c2)(C(F)(F)F)C(F)(F)F)cc3c4=O)cc5)c6C#N)c7C#N)c8C#N)cc9,0.027,1000,KHz,190,C
*c8ccc(Oc7ccc(c6ccc(Oc5ccc(n4c(=O)c3ccc(c2ccc1c(=O)n(*)c(=O)c1c2)cc3c4=O)cc5)cn6)nc7)cc8,0.027,1,KHz,220,C
*C(F)(F)C(*)(F)Cl,0.027,1,kHz,25,C
*CC(*)C(=O)OCCS(C)(=O)=O,0.0271,100,kHz,-100,C
*c6ccc(S(=O)(=O)c5ccc(n4c(=O)c3ccc(C(=O)c2ccc1c(=O)n(*)c(=O)c1c2)cc3c4=O)cc5)cc6,0.0271,0.01,kHz,200,C
*Nc2cccc(NC(=O)Nc1cccc(NC(*)=O)c1)c2,0.0272,0.1,kHz,160,C
*c9ccc(Oc8cccc(Oc7cccc(Oc6cccc(Oc5cccc(n4c(=O)c3ccc(Oc2ccc1c(=O)n(*)c(=O)c1c2)cc3c4=O)c5)c6C#N)c7C#N)c8C#N)cc9,0.0274,0.1,kHz,100,C
*c9ccc(Oc8cccc(Oc7cccc(Oc6cccc(Oc5cccc(n4c(=O)c3ccc(C(c2ccc1c(=O)n(*)c(=O)c1c2)(C(F)(F)F)C(F)(F)F)cc3c4=O)c5)c6C#N)c7C#N)c8C#N)cc9,0.0276,0.1,kHz,100,C
*CC(*)C(=O)OCCS(C)(=O)=O,0.0277,0.001,kHz,50,C
*c9cccc(Oc8cccc(Oc7cccc(Oc6cccc(Oc5cccc(n4c(=O)c3ccc(Oc2ccc1c(=O)n(*)c(=O)c1c2)cc3c4=O)c5)c6C#N)c7C#N)c8C#N)c9,0.0277,0.01,kHz,100,C
*c9ccc(Oc8cccc(Oc7cccc(Oc6cccc(Oc5cccc(n4c(=O)c3ccc(Oc2ccc1c(=O)n(*)c(=O)c1c2)cc3c4=O)c5)c6C#N)c7C#N)c8C#N)cc9,0.0278,10,kHz,150,C
*N=P(*)(OCC(F)(F)F)OCC(F)(F)F,0.027918384,0.1,kHz,27,C
*NC(=S)Nc3ccc(NC(=S)Nc2ccc(Cc1ccc(*)cc1)cc2)cc3,0.028,10,kHz,75,C
*NC(=S)Nc2ccc(NC(=S)Nc1ccc(*)cc1)cc2,0.028,1,kHz,75,C
*NC(=S)Nc2ccc(Cc1ccc(*)cc1)cc2,0.028,0.1,kHz,75,C
*NC(=S)Nc2ccc(Cc1ccc(*)cc1)cc2,0.028,10,kHz,150,C
*CCCCCCNC(=S)Nc1ccc(NC(=S)N*)cc1,0.028,1,kHz,25,C
*CC(CO*)(CS(=O)(=O)CCCS(C)(=O)=O)CS(=O)(=O)CCCS(C)(=O)=O,0.028,1,kHz,-100,C
*c9cccc(Oc8cccc(Oc7cccc(Oc6cccc(Oc5cccc(n4c(=O)c3ccc(C(c2ccc1c(=O)n(*)c(=O)c1c2)(C(F)(F)F)C(F)(F)F)cc3c4=O)c5)c6C#N)c7C#N)c8C#N)c9,0.028,10,KHz,190,C
*c9ccc(Oc8cccc(Oc7cccc(Oc6cccc(Oc5cccc(n4c(=O)c3ccc(C(c2ccc1c(=O)n(*)c(=O)c1c2)(C(F)(F)F)C(F)(F)F)cc3c4=O)c5)c6C#N)c7C#N)c8C#N)cc9,0.028,0.1,KHz,100,C
*c8ccc(Oc7ccc(c6ccc(Oc5ccc(n4c(=O)c3ccc(c2ccc1c(=O)n(*)c(=O)c1c2)cc3c4=O)cc5)cn6)nc7)cc8,0.028,10,KHz,220,C
*Nc2cccc(NC(=O)Nc1cccc(NC(*)=O)c1)c2,0.0281,1,kHz,160,C
*Nc2cccc(NC(=O)Nc1cccc(NC(*)=O)c1)c2,0.0281,10,kHz,160,C
*CC(CS(=O)(=O)CCCS(C)(=O)=O)O*,0.0281,0.001,kHz,-100,C
*CC(CS(=O)(=O)CCCS(C)(=O)=O)O*,0.0281,0.01,kHz,-100,C
*CC(CS(=O)(=O)CCCS(C)(=O)=O)O*,0.0281,0.1,kHz,-100,C
*CC(CS(=O)(=O)CCCS(C)(=O)=O)O*,0.0281,10,kHz,0,C
*CC(*)Cl,0.0283,10,KHz,80,C
*c9ccc(Oc8cccc(Oc7cccc(Oc6cccc(Oc5ccc(n4c(=O)c3ccc(C(=O)c2ccc1c(=O)n(*)c(=O)c1c2)cc3c4=O)cc5)c6C#N)c7C#N)c8C#N)cc9,0.0286,10,kHz,150,C
*c8cccc(Oc7cccc(Oc6cccc(Oc5cccc(Oc4cccc(n3c(=O)c2cc1c(=O)n(*)c(=O)c1cc2c3=O)c4)c5C#N)c6C#N)c7C#N)c8,0.0286,1,kHz,150,C
*c8ccc(Oc7cccc(Oc6cccc(Oc5cccc(Oc4ccc(n3c(=O)c2cc1c(=O)n(*)c(=O)c1cc2c3=O)cc4)c5C#N)c6C#N)c7C#N)cc8,0.0286,1,kHz,100,C
*CC(CS(=O)(=O)CCCS(C)(=O)=O)O*,0.0287,0.01,kHz,0,C
*c9cccc(Oc8cccc(Oc7cccc(Oc6cccc(Oc5cccc(n4c(=O)c3ccc(C(=O)c2ccc1c(=O)n(*)c(=O)c1c2)cc3c4=O)c5)c6C#N)c7C#N)c8C#N)c9,0.0288,0.001,kHz,100,C
*CC(*)C(=O)OCCS(C)(=O)=O,0.029,0.1,kHz,-50,C
*c8ccc(Oc7ccc(c6ccc(Oc5ccc(n4c(=O)c3ccc(c2ccc1c(=O)n(*)c(=O)c1c2)cc3c4=O)cc5)cn6)nc7)cc8,0.029,100,KHz,220,C
*Oc3ccc(Oc2ccc(C(=O)c1ccc(*)cc1)cc2)cc3,0.0291,1,kHz,165,C
*C(C)COCC(C)COCC(C)n4c(=O)c3ccc(C(=O)c2ccc1c(=O)n(*)c(=O)c1c2)cc3c4=O,0.02916,0.0001,kHz,75,C
*CC(*)Cl,0.0293,1,KHz,80,C
*c9ccc(Oc8cccc(Oc7cccc(Oc6cccc(Oc5cccc(n4c(=O)c3ccc(C(c2ccc1c(=O)n(*)c(=O)c1c2)(C(F)(F)F)C(F)(F)F)cc3c4=O)c5)c6C#N)c7C#N)c8C#N)cc9,0.0293,10,kHz,150,C
*CC(*)(C)C(=O)OCC,0.0294,1,kHz,25,C
*CC(CS(C)(=O)=O)O*,0.0295,0.01,kHz,-50,C
*CC(CO*)(CS(=O)(=O)CCCS(C)(=O)=O)CS(=O)(=O)CCCS(C)(=O)=O,0.0295,1,kHz,50,C
*CC(*)C(=O)OCCS(C)(=O)=O,0.0296,10,kHz,0,C
*c9ccc(Oc8cccc(Oc7cccc(Oc6cccc(Oc5ccc(n4c(=O)c3ccc(Oc2ccc1c(=O)n(*)c(=O)c1c2)cc3c4=O)cc5)c6C#N)c7C#N)c8C#N)cc9,0.0296,0.1,kHz,100,C
*CC(CO*)(CS(C)(=O)=O)CS(C)(=O)=O,0.0297,0.001,kHz,-50,C
*c8ccc(Oc7cccc(Oc6cccc(Oc5cccc(Oc4ccc(n3c(=O)c2cc1c(=O)n(*)c(=O)c1cc2c3=O)cc4)c5C#N)c6C#N)c7C#N)cc8,0.0297,0.001,kHz,50,C
*NCCCCCC(*)=O,0.03,10000,kHz,25,C
*NC(=S)Nc3ccc(NC(=S)Nc2ccc(Oc1ccc(*)cc1)cc2)cc3,0.03,0.1,kHz,50,C
*NC(=S)Nc3ccc(NC(=S)Nc2ccc(Oc1ccc(*)cc1)cc2)cc3,0.03,1,kHz,50,C
*NC(=S)Nc3ccc(NC(=S)Nc2ccc(Cc1ccc(*)cc1)cc2)cc3,0.03,0.01,kHz,25,C
*NC(=S)Nc2ccc(NC(=S)Nc1ccc(*)cc1)cc2,0.03,1,kHz,100,C
*NC(=S)Nc2ccc(Cc1ccc(*)cc1)cc2,0.03,1,kHz,100,C
*CCCCCCNC(=S)Nc1ccc(NC(=S)N*)cc1,0.03,0.1,kHz,75,C
*CCCCCCNC(=S)Nc1ccc(NC(=S)N*)cc1,0.03,10,kHz,75,C
*CC(O)COc2ccc(C(C)(C)c1ccc(O*)cc1)cc2,0.03,1000,kHz,25,C
*CC(CCl)O*,0.03,100,kHz,-50,C
*CC(CCl)O*,0.03,100,kHz,50,C
*CC(*)(C)C(=O)OC,0.03,10,kHz,25,C
*c9cccc(Oc8cccc(Oc7cccc(Oc6cccc(Oc5cccc(n4c(=O)c3ccc(C(c2ccc1c(=O)n(*)c(=O)c1c2)(C(F)(F)F)C(F)(F)F)cc3c4=O)c5)c6C#N)c7C#N)c8C#N)c9,0.03,0.001,KHz,100,C
*c5cccc(c4nc3cc(c2ccc1[nH]c(*)nc1c2)ccc3[nH]4)c5,0.03,60,KHz,22,C
*C/C=C(Cl)/C*,0.03,100,kHz,26,C
*/C=C/c1ccc(*)cc1,0.03,100,kHz,-173,C
*CC(CO*)(CSCCCS(C)(=O)=O)CSCCCS(C)(=O)=O,0.0301,0.1,kHz,-50,C
*Oc4ccc(C(C)(CCC(=O)OCCS(C)(=O)=O)c3ccc(Oc2ccc(C(=O)c1ccc(*)cc1)cc2)cc3)cc4,0.0302,100,kHz,0,C
*NC(=O)c4ccc3c(=O)n(c2ccc(Cc1ccc(*)cc1)cc2)c(=O)c3c4,0.0303,1,kHz,300,C
*CC(CSCCCS(C)(=O)=O)O*,0.0303,0.01,kHz,-100,C
*CC(CS(C)(=O)=O)O*,0.0303,100,kHz,-50,C
*CC(*)C(=O)OCCS(C)(=O)=O,0.0303,100,kHz,0,C
*c9ccc(Oc8cccc(Oc7cccc(Oc6cccc(Oc5cccc(n4c(=O)c3ccc(C(c2ccc1c(=O)n(*)c(=O)c1c2)(C(F)(F)F)C(F)(F)F)cc3c4=O)c5)c6C#N)c7C#N)c8C#N)cc9,0.0303,10,kHz,0,C
*c9ccc(Oc8cccc(Oc7cccc(Oc6cccc(Oc5ccc(n4c(=O)c3ccc(C(=O)c2ccc1c(=O)n(*)c(=O)c1c2)cc3c4=O)cc5)c6C#N)c7C#N)c8C#N)cc9,0.0304,0.01,kHz,100,C
*CC(CO*)(CS(C)(=O)=O)CS(C)(=O)=O,0.0305,0.1,kHz,-100,C
*c9ccc(Oc8cccc(Oc7cccc(Oc6cccc(Oc5ccc(n4c(=O)c3ccc(C(c2ccc1c(=O)n(*)c(=O)c1c2)(C(F)(F)F)C(F)(F)F)cc3c4=O)cc5)c6C#N)c7C#N)c8C#N)cc9,0.0305,0.1,kHz,100,C
*c4ccc(c3nc2cc1nc(*)oc1cc2o3)cc4,0.0306,1,kHz,225,C
*NC(=S)Nc3ccc(NC(=S)Nc2ccc(Cc1ccc(*)cc1)cc2)cc3,0.031,0.1,kHz,25,C
*NC(=S)Nc3ccc(NC(=S)Nc2ccc(Cc1ccc(*)cc1)cc2)cc3,0.031,0.01,kHz,50,C
*NC(=S)Nc3ccc(NC(=S)Nc2ccc(Cc1ccc(*)cc1)cc2)cc3,0.031,0.1,kHz,50,C
*NC(=S)Nc2ccc(Cc1ccc(*)cc1)cc2,0.031,0.01,kHz,75,C
